ID,Age,Gender,Education,Country,Ethics,Column7,Column8,Column14,Column15,Column16,Column17
961,46,M,CD,-0.57,-0.32,-0.05,-0.7,CL5,CL6,CL0,CL1
962,24,F,PD,-0.1,-0.32,0.31,0.96,CL5,CL3,CL5,CL0
963,31,F,CD,-0.57,-0.32,-0.35,0.32,CL5,CL3,CL0,CL5
964,39,F,CD,0.96,-0.32,0.63,-1.92,CL5,CL3,CL2,CL5
965,18,F,CD,-0.57,-0.32,-0.92,1.29,CL5,CL3,CL0,CL0
966,26,M,Msc,-0.57,-0.32,-1.19,0.0,CL5,CL1,CL0,CL3
967,18,F,Msc,0.96,-0.32,-0.92,1.11,CL5,CL2,CL3,CL4
968,21,M,CD,-0.57,-0.32,-0.58,0.32,CL4,CL3,CL1,CL0
969,20,M,CD,-0.57,-0.32,-0.25,0.17,CL5,CL0,CL0,CL2
970,18,F,CD,-0.57,-1.11,-1.55,1.29,CL6,CL0,CL0,CL0
971,62,F,PhD,-0.29,-0.32,-1.87,1.29,CL6,CL1,CL1,CL1
972,42,M,Uni,0.25,-0.32,0.22,0.0,CL5,CL1,CL0,CL0
973,31,F,CD,0.25,-0.32,0.42,-1.63,CL6,CL4,CL0,CL0
974,20,F,CD,-0.57,-0.32,1.49,-1.23,CL6,CL0,CL0,CL2
975,22,F,CD,-0.57,-0.32,-1.87,2.13,CL6,CL2,CL0,CL0
976,23,F,CD,-0.57,-0.32,1.23,0.0,CL5,CL0,CL0,CL0
977,283,F,Msc,-0.57,-0.32,-2.22,0.0,CL1,CL0,CL0,CL0
978,21,F,CD,-0.57,-0.32,-0.58,1.11,CL0,CL2,CL0,CL3
979,40,M,Msc,0.96,-0.32,-0.58,1.45,CL5,CL4,CL2,CL2
980,47,M,CD,-0.57,-0.32,1.23,-1.09,CL6,CL1,CL1,CL4
981,28,M,PhD,-0.57,-0.5,0.63,0.17,CL4,CL1,CL2,CL2
982,18,F,CD,-0.29,-0.32,0.42,-0.15,CL4,CL0,CL0,CL4
983,20,F,CD,0.96,-0.32,1.02,1.11,CL6,CL6,CL3,CL4
984,28,M,Uni,-0.57,-0.32,0.63,-0.15,CL5,CL1,CL0,CL6
985,22,F,CD,-0.57,-0.32,-0.15,-0.15,CL6,CL3,CL0,CL3
986,22,F,CD,-0.29,-0.32,-0.15,0.32,CL5,CL3,CL3,CL0
987,18,F,PD,-0.57,-0.32,0.74,-0.81,CL5,CL6,CL0,CL6
988,32,F,CD,-0.57,-0.32,1.72,0.64,CL4,CL0,CL0,CL4
989,22,F,CD,-0.57,-0.32,1.02,-1.51,CL4,CL3,CL0,CL6
990,31,F,Uni,-0.57,-0.32,-0.79,0.0,CL5,CL6,CL0,CL4
991,19,F,CD,-0.57,-0.32,1.72,-0.58,CL6,CL4,CL2,CL6
992,19,F,CD,-0.1,-,0.31,1.74,CL5,CL4,CL5,CL3
993,63,F,PD,-0.29,-,-0.79,0.32,CL3,CL1,CL0,CL2
994,25,F,Uni,0.96,-0.32,-1.19,0.81,CL5,CL2,CL2,CL2
995,19,F,CD,-0.57,-0.32,0.52,0.81,CL5,CL5,CL0,CL3
996,21,F,Msc,-0.29,-0.32,-0.79,-0.3,CL5,CL0,CL0,CL4
997,22,F,Msc,0.96,-0.32,-0.79,0.96,CL5,CL2,CL2,CL4
998,25,F,Msc,0.96,-0.32,1.13,-0.3,CL6,CL0,CL2,CL5
999,32,M,PhD,-0.57,-0.32,-1.05,0.81,CL3,CL6,CL0,CL0
1000,21,F,CD,-0.57,-0.32,-0.68,0.48,CL4,CL3,CL3,CL2
1001,22,F,L21,-0.47,-0.32,1.23,-1.09,CL5,CL0,CL3,CL0
1002,20,F,CD,-0.57,-0.32,-0.05,0.96,CL5,CL6,CL1,CL5
